Magnus Larsson	Per Henrik Magnus Larsson (born 25 March 1970) is a former professional tennis player from Sweden.


== Playing career ==
Larsson turned professional in 1989 and won his first top-level singles title at Florence in 1990.
Maira Kalman	Maira Kalman (née Maira Berman; Hebrew: מאירה קלמן; born 1949) is an Israeli-born American illustrator, writer, and blogger. She is known for her playful and witty illustrations, featured in publications such as The New York Times and The New Yorker, and the children's books that she has both written and illustrated.The urban environment of New York City brings Kalman's creativity to life and has also drawn inspiration from the city's geography and well known landmarks.
Majora Carter	Majora Carter (born October 27, 1966) is an American urban revitalization strategist and public radio host from the South Bronx area of New York City. Carter founded and led the non-profit environmental justice solutions corporation Sustainable South Bronx from 2001 onward, before entering the private sector in 2008.
Malcolm Gladwell	Malcolm Timothy Gladwell  (born 3 September 1963) is an English-born Canadian journalist, author, and public speaker. He has been a staff writer for The New Yorker since 1996.
Malcolm London	Malcolm London is an American poet, educator, "artivist" and musician.


== Biography ==
London was born in 1993 and grew up in the west side of Chicago in a neighborhood called Austin.
Mallika Sarabhai	Mallika Sarabhai (born 9 May 1954) is an activist and Indian classical dancer and actress from Ahmedabad, Gujarat, India. Daughter of a classical dancer Mrinalini Sarabhai and space scientist Vikram Sarabhai, Mallika is an accomplished Kuchipudi and Bharatanatyam dancer and performer who has specialized in using the arts for social change and transformation.
Mallory Soldner	not found
Malte Spitz	Malte Spitz (born 14 April 1984) is a German Green Party politician and Executive Committee member. He works on media and privacy issues.
Manal Al Sharif	Manal al-Sharif (Arabic: منال الشريف; born 25 April 1979) is a Saudi women's rights activist who helped start a right to drive campaign in 2011. Wajeha al-Huwaider filmed al-Sharif driving a car as part of the campaign.
Mandy Len Catron	not found
Manu Prakash	Manu Prakash is an Indian scientist who is a professor of bioengineering at Stanford University.  Manu was born in Meerut, India.
Manuel Lima	Manuel Lima FRSA (born May 3, 1978) is a Portuguese-American designer, author, and lecturer known for his work in information visualization and visual culture. WIRED describes Lima as “the man who turns data into art” and Forbes magazine says "Manuel has helped elevate information visualization to an art form." He is the author of three books translated into several languages and currently resides in New York City with his wife and two daughters.
Manwar Ali	not found
Marc Abrahams	Marc Abrahams is the editor and co-founder of Annals of Improbable Research, and the originator and master of ceremonies of the annual Ig Nobel Prize celebration. He was formerly editor of the Journal of Irreproducible Results.Abrahams is married to Robin Abrahams, also known as "Miss Conduct", a columnist for the Boston Globe.He graduated from Harvard College with a degree in applied mathematics.
Marc Koska	Marc Andrew Koska OBE (born 14 March 1961) is best known for inventing the non-reusable K1 auto-disable syringe, thus preventing the medical transmission of blood-borne diseases.


== Education ==
Koska attended Stowe School, a boarding independent school for boys (now co-educational), in the village of Stowe (near Buckingham), in Buckinghamshire.
Marc Kushner	Marc Charles Kushner (born September 27, 1977) is an American architect, entrepreneur and author. He was a partner at the New York City based architecture firm Hollwich Kushner and co-founded Architizer.
Marc Pachter	Marc Pachter (born 1942 or 1943) is an American museum director who headed up the United States National Portrait Gallery from 2000 until 2007 and was the acting director (after coming back out of retirement) of the National Museum of American History between 2011 and 2012, both at the Smithsonian.While at the NPG Pachter played an instrumental role in acquiring the Lansdowne portrait for the museum.
When he retired as director of the National Portrait Gallery in 2007, in turn the Gallery commissioned a portrait by Robert Liberace of him.Pachter gave a talk entitled "The Art of the Interview" at the EG conference in January 2008; a video of the talk is posted on the TED website.In February 2008, Pachter was a guest on the Colbert Report in which he discussed with Stephen Colbert, the host's portrait hanging in the National Portrait Gallery and the effect it was having upon attendance at the museum.
Marcel Dicke	not found
Marcin Jakubowski	Marcin Jakubowski founded Open Source Ecology (OSE) in 2003. In the final year of his doctoral thesis at the University of Wisconsin, he had the feeling that his career field was too closed off from the world's problems, and he wanted to go a different way.
Marco Annunziata	Augmented reality (AR) is an interactive experience of a real-world environment where the objects that reside in the real world are enhanced by computer-generated perceptual information, sometimes across multiple sensory modalities, including visual, auditory, haptic, somatosensory and olfactory. AR can be defined as a system that incorporates three basic features: a combination of real and virtual worlds, real-time interaction, and accurate 3D registration of virtual and real objects.
Marco Tempest	Marco Tempest (born December 3, 1964) is a Swiss magician based in New York City. He is known for his multimedia magic and use of interactive technology and computer graphics in his illusions and presentations.
Marcus Byrne	Professor Marcus Byrne won the 2013 Ig Nobel Prize for Biology/Astronomy along with: Marie Dacke, Emily Baird, Clarke Scholtz, and Eric Warrant, for discovering that when dung beetles get lost, they can navigate their way home by looking at the Milky Way. This research has practical applications, for example helping how to develop complex visual systems.
Marcusdu Sautoy	Marcus Peter Francis du Sautoy  (; born 26 August 1965) is a British mathematician, Simonyi Professor for the Public Understanding of Science at the University of Oxford, Fellow of New College, Oxford and author of popular mathematics and popular science books. He was previously a fellow of All Souls College, Oxford, Wadham College, Oxford and served as president of the Mathematical Association, an Engineering and Physical Sciences Research Council (EPSRC) senior media fellow, and a Royal Society University Research Fellow.
Margaret Bourdeaux	not found
Margaret Heffernan	Margaret Heffernan (born 1955) is an entrepreneur, CEO, writer and keynote speaker. She is currently a Professor of Practice at the University of Bath School of Management in the UK.Heffernan is the former chief executive officer of five businesses and is the writer of five books that explore the areas of business and effective leadership.
Margaret Stewart	ambiguous
Margaret Wertheim	Margaret Wertheim (born 20 August 1958) is an Australian-born science writer, curator, and artist based in the United States. She is the author of books on the cultural history of physics, and has written about science, including for the New York Times, Los Angeles Times, Guardian, Aeon and Cabinet.
Maria Bezaitis	TTI/Vanguard is an advanced technology research membership for senior-level executives. Headquartered in Santa Monica, California, TTI/Vanguard explores emerging and potentially disruptive technologies and their global impact.
Marian Bantjes	Marian Bantjes (born 1963) is a Canadian designer, artist, illustrator, typographer and writer. Describing her work as graphic art, Marian Bantjes is known for her custom lettering, intricate patterning and decorative style.
Mariana Mazzucato	Mariana Francesca Mazzucato (born June 16, 1968) is an economist with dual Italian–US citizenship. She is Professor in the Economics of Innovation and Public Value at University College London and Founding Director of the UCL Institute for Innovation and Public Purpose (IIPP).
Mariano Sigman	not found
Marina Abramovic	Marina Abramović (Serbian Cyrillic: Марина Абрамовић, pronounced [marǐːna abrǎːmoʋitɕ]; born November 30, 1946) is a Serbian conceptual and performance artist. Her work explores body art, endurance art, feminist art, the relationship between the performer and audience, the limits of the body, and the possibilities of the mind.
Marisa Fick Jordan	not found
Mark Applebaum	Mark Applebaum (born 1967 in Chicago, Illinois) is an American composer and full professor of music composition and theory at Stanford University.


== Biography ==
Applebaum received his PhD in music composition from the University of California, San Diego where he studied with Brian Ferneyhough, Joji Yuasa, Rand Steiger, and Roger Reynolds.
Mark Bezos	not found
Mark Bittman	Mark Bittman (born February 17, 1950) is an American food journalist, author, and former columnist for The New York Times. Currently, he is a fellow at the Union of Concerned Scientists.
Mark Forsyth	Mark Forsyth (born 2 April 1977) is a British writer of non-fiction who came to prominence with a series of books concerning the meaning and etymology of English words.He is the author of best-selling books The Etymologicon, The Horologicon, and The Elements of Eloquence, as well as being known for his blog The Inky Fool. Forsyth's earlier work was based around the meaning of words and more specifically, obscure and out-of-use words.
Mark Kendall	Peter Mark Kendall is an American actor with a career in stage, film and television. He is best known for playing the role of Hans in FX's The Americans and Richard Onsted in CBS Strange Angel.
Mark Pagel	not found
Mark Plotkin	Mark J. Plotkin (born May 21, 1955) is an ethnobotanist and a plant explorer in the Neotropics, where he is an expert on rainforest ecosystems. Plotkin is an advocate for tropical rainforest conservation and host of Plants of the Gods: Hallucinogens, Healing, Culture and Conservation podcast.
Mark Ronson	not found
Mark Roth	Mark Stephen Roth (April 10, 1951 – November 26, 2021) was an American professional bowler. He won 34 PBA Tour titles in his career (sixth most all-time), and is a member of the PBA and USBC Halls of Fame.
Mark Shaw	ambiguous
Markham Nolan	Iman Vellani (; born August 12, 2002) is a Pakistani-born Canadian actress. She is known for the Disney+ miniseries Ms.
Markus Fischer	not found
Marla Spivak	Marla Spivak (born 1955) is an American entomologist, and Distinguished McKnight University Professor at the University of Minnesota specializing in apiculture and social insects.


== Career and research ==
Spivak graduated with a B.A. from Humboldt State University and a Ph.D. from the University of Kansas.
Marlene Zuk	Marlene Zuk (born May 20, 1956) is an American evolutionary biologist and behavioral ecologist. She worked as professor of biology at the University of California, Riverside (UCR) until she transferred to the University of Minnesota in 2012.
Marlon Peterson	not found
Martin Hanczyc	Protocell Circus (2010), produced by Dr. Rachel Armstrong and Michael Simon Toon, is the first film to show the recognizable lifelike behavior of laboratory-created protocells.Armstrong synthesized and filmed the protocells of Protocell Circus at the laboratory of the Bartlett School of Architecture, University College London.
Martin Jacques	Martin Jacques (born 1945) is a British journalist, editor, academic, political commentator and author.


== Early life ==
Jacques was born in October 1945 in the city of Coventry (then in Warwickshire, now in the West Midlands), the son of Dennis Jacques and Dorothy Preston, a mathematics undergraduate at Royal Holloway College, University of London in the late 1930s.
Martin Pistorius	Martin Pistorius (born 31 December 1975) is a South African-British man who had locked-in syndrome and was unable to move or communicate for 12 years.
When he was 12, he began losing voluntary motor control and eventually fell into a vegetative state for three years.
Martin Rees	Martin John Rees, Baron Rees of Ludlow,   (born 23 June 1942) is a British cosmologist and astrophysicist. He is the fifteenth Astronomer Royal, appointed in 1995, and was Master of Trinity College, Cambridge, from 2004 to 2012 and President of the Royal Society between 2005 and 2010.
Martin Reeves	Martin Reeves (born 7 September 1981) is an English former football midfielder who last played for Brackley Town.


== References ==
Martin Reeves at Soccerbase
Since 1888...
Martin Seligman	Martin Elias Peter Seligman (; born August 12, 1942) is an American psychologist, educator, and author of self-help books. Seligman is a strong promoter within the scientific community of his theories of positive psychology and of well-being.
Martin Villeneuve	Martin Villeneuve (French: [maʁtɛ̃ vilnœv]; born March 13, 1978) is a Canadian screenwriter, producer, director, actor, and art director. He is known for the Imelda Trilogy of short films, in which he portrays his own grandmother.
Martine Rothblatt	Martine Aliana Rothblatt (born October 10, 1954) is an American lawyer, author, entrepreneur, and transgender rights advocate. Rothblatt graduated from University of California, Los Angeles with J.D. and M.B.A. degrees in 1981, then began to work in Washington, D.C., first in the field of communications satellite law, and eventually in life sciences projects like the Human Genome Project.
Marvin Minsky	Marvin Lee Minsky (August 9, 1927 – January 24, 2016) was an American cognitive and computer scientist concerned largely with research of artificial intelligence (AI), co-founder of the Massachusetts Institute of Technology's AI laboratory, and author of several texts concerning AI and philosophy.Minsky received many accolades and honors, including the 1969 Turing Award.


== Biography ==
Marvin Lee Minsky was born in New York City, to an eye surgeon father, Henry, and to a mother, Fannie (Reiser), who was a Zionist activist.
Marwa Al Sabouni	Marwa Al-Sabouni (Arabic: مروة الصابوني; born 18 September 1981) is a Syrian architect and writer. She believes that architecture plays a role in maintaining a city's peace.
Mary Bassett	not found
Mary Jepsen	not found
Mary Norris	Mary Norris (née Cronin born 1932) was a young woman in Ireland who was sent to a Magdalene asylum, where her name was changed and she was imprisoned until removed by an aunt. Norris spent two years performing hard labor in the Good Shepherd Convent, a Magdalene asylum.
Mary Roach	Mary Roach (born March 20, 1959) is an American author specializing in popular science and humor. She has published six New York Times bestsellers: Stiff: The Curious Lives of Human Cadavers (2003), Spook: Science Tackles the Afterlife (2005), Bonk: The Curious Coupling of Science and Sex (2008), Packing for Mars: The Curious Science of Life in the Void (2010), Gulp: Adventures on the Alimentary Canal (2013), and Grunt: The Curious Science of Humans at War (2016).
Mary Robinson	Mary Therese Winifred Robinson (Irish: Máire Mhic Róibín; née Bourke; born 21 May 1944) is an Irish politician who was the 7th president of Ireland, serving from December 1990 to September 1997, the first woman to hold this office. Prior to her Presidential election, Robinson was a senator in Seanad Éireann from 1969 and 1989, and  a local councilor on Dublin Corporation from 1979 to 1983.
Maryn Mc Kenna	Maryn McKenna is an American author and journalist. She has written for Nature, National Geographic, and Scientific American, and spoke on antibiotics at TED 2015.
Massimo Banzi	Arduino () is an open-source hardware and software company, project, and user community that designs and manufactures single-board microcontrollers and microcontroller kits for building digital devices. Its hardware products are licensed under a CC BY-SA license, while software is licensed under the GNU Lesser General Public License (LGPL) or the GNU General Public License (GPL), permitting the manufacture of Arduino boards and software distribution by anyone.
Mathias Jud	The Prix Ars Electronica is one of the best known and longest running yearly prizes in the field of electronic and interactive art, computer animation, digital culture and music. It has been awarded since 1987 by Ars Electronica (Linz, Austria).
Mathieu Lehanneur	not found
Matt Cutts	Matthew Cutts (born 1972 or 1973) is an American software engineer. Cutts is the former Administrator of the United States Digital Service.
Matt Kenyon	Matthew Kenyon (born 1977) is an American new media artist and director of the art practice, S.W.A.M.P. (Studies of Work Atmosphere and Mass Production). Kenyon focuses on critical themes addressing global corporate operations, mass media, military-industrial complexes, and the liminal area between reality and artificial life.
Matt Killingsworth	Stalinism is the means of governing and Marxist-Leninist policies implemented in the Soviet Union from 1927 to 1953 by Joseph Stalin. It included the creation of a one-party totalitarian police state, rapid industrialization, the theory of socialism in one country, collectivization of agriculture, intensification of class conflict, a cult of personality, and subordination of the interests of foreign communist parties to those of the Communist Party of the Soviet Union, deemed by Stalinism to be the leading vanguard party of communist revolution at the time.
Matt Mills	Matthew Claude Mills (born 14 July 1986) is an English retired professional footballer who played as a defender.
Born in Swindon, Mills started his youth career with the academy of Swindon Town before switching to the Southampton Academy in 1999.
Matt Ridley	not found
Matthew Carter	Matthew Carter  (born 1 October 1937) is a British type designer. A 2005 New Yorker profile described him as 'the most widely read man in the world' by considering the amount of text set in his commonly used fonts.Carter's career began in the early 1960s and has bridged all three major technologies used in type design: physical type, phototypesetting and digital font design, as well as the design of custom lettering.
Matthew Childs	Matthew Beard Jr. (January 1, 1925 – January 8, 1981) was an American actor.
Matthew O Reilly	not found
Matthew Williams	ambiguous
Matthieu Ricard	Matthieu Ricard (French pronunciation: ​[matjø ʁikaʁ]; Nepali: माथ्यु रिका, born 15 February 1946) is a French writer, photographer, translator and Buddhist monk who resides at Shechen Tennyi Dargyeling Monastery in Nepal.
Matthieu Ricard grew up among the personalities and ideas of French intellectual circles.
Maurice Conti	"For Your Eyes Only" is the theme to the 12th James Bond movie of the same name, written by Bill Conti and Mick Leeson, and performed by Scottish singer Sheena Easton. The song reached number four on the US Billboard Hot 100, and number eight on the UK Singles Chart.
Maurizio Seracini	Maurizio Seracini (born 1946) is a diagnostician of Italian art. A 1973 graduate in bioengineering from the University of California, San Diego (UCSD), he founded, in 1977, the first company in Italy for diagnostic and non-destructive analyses on art and architecture, Editech srl, Diagnostic Center for Cultural Heritage in Florence.
Max Little	Pretty Little Liars: Original Sin is an American slasher teen drama mystery streaming television series created by Roberto Aguirre-Sacasa and Lindsay Calhoon Bring for HBO Max. It is the fourth television series in the Pretty Little Liars franchise, which is based on the novel series written by Sara Shepard, and set within the same continuity as the previous series.
May El Khalil	May El Khalil is the Founder and President of the Beirut Marathon Association, which oversees the annual Beirut Marathon and has been held every autumn since 2003. It was accredited by the International Association of Athletic Federations (IAAF) in 2009.
Maya Beiser	Maya Beiser is an American musician, cellist, performing artist and producer who lives in New York City. Beiser was raised on a kibbutz in Israel by her French mother and Argentine father, and graduated from Yale University School of Music.
Maya Penn	Maya Penn (born February 10, 2000) is an American entrepreneur, philanthropist, animator, artist, and the CEO of her eco-friendly fashion company Maya's Ideas.
Penn was born and raised in Atlanta.
Maysoon Zayid	Maysoon Zayid (Arabic: ميسون زايد) is an American actress and comedian. Of Palestinian descent, she is known as one of America's first Muslim women comedians.
Maz Jobrani	Maziyar Jobrani (Persian: مازیار جبرانی; born February 26, 1972) is an American comedian and actor who was part of the "Axis of Evil" comedy group. The group appeared on a comedy special on Comedy Central.
Mc Kenna Pope	not found
Meaghan Ramsey	not found
Mechai Viravaidya	Mechai Viravaidya (born 17 January 1941, Thai: มีชัย วีระไวทยะ; RTGS: Michai Wirawaithaya) is a former politician and activist in Thailand who promoted condoms, family planning and AIDS awareness in Thailand. Since the 1970s, Mechai has been affectionately known as "Mr.
Meera Vijayann	Meera Vijayann is a journalist covering gender-based violence and social entrepreneurship. She holds the position of communications manager and co-coordinator at Ashoka, Arlington, Virginia and youth ambassador for India with Youth to End Social Violence in Conflict.
Meg Jay	not found
Megan Kamerick	not found
Megan Phelps Roper	Megan Phelps-Roper is an American political activist who was formerly a member of, and spokesperson for, the Westboro Baptist Church, a Calvinist Christian sect categorized as a hate group. Her mother is Shirley Phelps-Roper, and her grandfather is the church's founder, Fred Phelps.
Megan Washington	Megan Alexanda Washington (born 7 January 1986) is an Australian musician and songwriter who works mononymously as Washington. Originally performing jazz music, her style shifted to indie pop and alternative rock.
Mehdi Ordikhani Seyedlar	not found
Meklit Hadero	Meklit Hadero, known simply as Meklit, is an Ethiopian-born American singer and songwriter based in San Francisco, California. She is known for her soulful performing style, and for combining jazz, folk, and East African influences in her music.
Melati Wijsen	Melati Riyanto Wijsen (born 2000) and Isabel Wijsen (born 6 November 2002) are Indonesian climate activists. The two sisters are known for their efforts to reduce plastic consumption in Bali.The sisters were born in Bali to Dutch and Indonesian parents.
Melinda Gates	not found
Melissa Fleming	A Hope More Powerful than the Sea is a book by Melissa Fleming about Syrian refugee Doaa Al Zamel's experiences leading up to and during the 2014 Malta migrant shipwreck.


== Production ==
A Hope More Powerful than the Sea was published by Fleet in 2017.
Melissa Marshall	The Girl from Tomorrow is an Australian sci-fi children's television series produced by Film Australia. The series is based around Alana (Katharine Cullen), a girl from the year 3000.
Melissa Walker	Melissa Walker (born June 4, 1977) is an American author, working primarily in the young adult (teen) genre.  She is also a freelance writer and has held several editorial positions at American magazines.
Mellody Hobson	not found
Melvin Russell	Melvin Russell Ballard Jr. (born October 8, 1928) is an American businessman and religious leader who is currently the Acting President of the Quorum of the Twelve Apostles of The Church of Jesus Christ of Latter-day Saints (LDS Church).
Memory Banda	Memory Banda (born September 24, 1996) is a Malawian children's rights activist who has drawn international attention for her work in opposition to child marriage.  


== Early life ==
Banda was born in Mzimba District and grew up in Chiradzulu District.
Mena Trott	Mena Grabowski Trott (born Philomena Frances Grabowski on 16 September 1977, now Mena Grabowski Lazar) is a co-founder of Six Apart, creator of Movable Type and TypePad.


== Career ==
Trott was president of Six Apart.
Meron Gribetz	Meron Gribetz is an Israeli technology entrepreneur. He was the founder and CEO of Meta, a Silicon Valley technology company that produced augmented reality products (the company shut down in 2019).
Mia Birdsong	Mia Birdsong is a family activist who advocates for the strengthening of communities and the self-determination of low-income people. Birdsong is co-director of Family Story, alongside Nicole Rodgers and was vice president of Family Independence Initiative (FII).
Michael Anti	ambiguous
Michael Archer	Face/Off is a 1997 American science fiction action thriller film directed by John Woo, written by Mike Werb and Michael Colleary, and starring John Travolta and Nicolas Cage.The first Hollywood film in which Woo was given major creative control, Face/Off earned critical acclaim for the performances by Cage and Travolta and its stylized action sequences. The film earned $245 million worldwide, making it the 11th highest-grossing film of 1997, and was nominated for an Academy Award for Sound Effects Editing (Mark Stoeckinger and Per Hallberg) at the 70th Academy Awards.
Michael Bierut	Michael Bierut (born 1957) is a graphic designer, design critic and educator, who has been a partner at design firm Pentagram since 1990. He designed the logo for Hillary Clinton's 2016 presidential campaign.
Michael Bodekaer	Mailbird is a desktop email client (email management application) for Windows 7, 8, 10, and 11 for sending and receiving emails, managing calendar events and contacts from different email providers, including Outlook, Gmail, Yahoo Mail, etc. Social media, task management, file share, and video-conferencing integrations are also included.
Michael Botticelli	Michael P. Botticelli (born January 2, 1958) is an American public health official who served as the director of the White House Office of National Drug Control Policy (ONDCP) from March 2014 until the end of President Obama's term. He was named acting director after the resignation of Gil Kerlikowske, and received confirmation from the United States Senate in February 2015.
Michael Dickinson	ambiguous
Michael Green	Michael Green is an American writer and producer. In addition to writing for television, Green has written or co-written several feature film screenplays, including Logan, Alien: Covenant, Blade Runner 2049 and Murder on the Orient Express, all in 2017.
Michael Hansmeyer	Michael Hansmeyer is a post-modern architect who utilizes algorithmic architecture techniques, generative art mentalities, and CAD software to generate complex structures. He is currently based in the CAAD group at ETH's architecture department in Zurich.
Michael Kimmel	Michael Scott Kimmel (born February 26, 1951) is an American retired sociologist specializing in gender studies. He was Distinguished Professor of Sociology at Stony Brook University in New York and is the founder and editor of the academic journal Men and Masculinities.
Michael Mc Daniel	Michael Lee McDaniel (born March 6, 1983) is an American football coach who is the head coach of the Miami Dolphins of the National Football League (NFL). A former long-time assistant to Mike and Kyle Shanahan, McDaniel began his NFL coaching career as an intern for the Denver Broncos in 2005.
Michael Merzenich	Michael Matthias Merzenich ( MURR-zə-nik; born 1942 in Lebanon, Oregon) is a professor emeritus neuroscientist at the University of California, San Francisco. His contributions to the field are numerous.
Michael Metcalfe	not found
Michael Milken	not found
Michael Moschen	Michael Moschen (born 1955 in Greenfield, Massachusetts) is an American juggler. He received a Fellowship from the MacArthur Foundation (the Genius Grant) in 1990, has appeared on TV on PBS, and did ads for Motorola.
Michael Murphy	Michael George Murphy (born May 5, 1938) is an American film, television and stage actor. He often plays urbane and upper-crust, as well as unethical or morally ambiguous characters in positions of authority, particularly as executives, clerics, physicians, journalists, judges, lawyers, law enforcement agents, politicians, and, quite frequently, as president of the United States, or as candidates running for the presidency.
Michael Norton	ambiguous
Michael Patrick Lynch	Michael Patrick Lynch is Professor of Philosophy at the University of Connecticut. He is also the director of the University of Connecticut Humanities Institute.
Michael Pawlyn	Michael Pawlyn (born 30 September 1967) is a British architect noted for his work in the field biomimetic architecture and innovation, as well as jointly initiating the 'Architects Declare' movement in the UK. He was part of the principal team of architects that conceived and designed The Eden Project and is a regular keynote speaker at events on innovation and environmental sustainability. His best selling RIBA book Biomimicry in Architecture was published in 2011 and a revised second edition, with a foreword by Ellen MacArthur, was published in 2016.
Michael Pollan	not found
Michael Porter	Michael Eugene Porter  (born May 23, 1947) is an American academic known for his theories on economics, business strategy, and social causes. He is the Bishop William Lawrence University Professor at Harvard Business School, and he was one of the founders of the consulting firm The Monitor Group (now part of Deloitte) and FSG, a social impact consultancy.
Michael Pritchard	ambiguous
Michael Rubinstein	Michael Bernard Rubinstein (6 November 1920 – 12 January 2001) was a solicitor who specialised in representing authors and publisher.  He acted for Penguin Books in the obscenity trial in 1960, R v Penguin Books Ltd., following publication of an uncensored edition of D.H. Lawrence's novel Lady Chatterley's Lover.
Michael Sandel	not found
Michael Shellenberger	Michael D. Shellenberger (born June 16, 1971) is an American author and former public relations professional whose writing has focused on the intersection of climate change, the environment, nuclear power, and politics, and more recently on how he believes progressivism is linked to homelessness, drug addiction, and mental illness. He is a co-founder of the Breakthrough Institute, co-founder of the California Peace Coalition, and the founder of Environmental Progress.
Michael Shermer	not found
Michael Tilson Thomas	Michael Tilson Thomas (born December 21, 1944) is an American conductor, pianist and composer. He is Artistic Director Laureate of the New World Symphony, an American orchestral academy based in Miami Beach, Florida, Music Director Laureate of the San Francisco Symphony, and Conductor Laureate of the London Symphony Orchestra.
Michel Laberge	Michel Laberge is a Canadian physicist and entrepreneur. He is the founder and CSO of General Fusion, and was previously a senior physicist and principal engineer at Creo Products for nine years.
Michele L Sullivan	not found
Michelle Obama	Michelle LaVaughn Robinson Obama (born January 17, 1964) is an American attorney and author who served as first lady of the United States from 2009 to 2017. She was the first African-American woman to serve in this position.
Mick Cornett	Michael Earl Cornett Sr. (born July 16, 1958) is an American politician and former television personality who served as the 35th mayor of Oklahoma City, from 2005 until 2018.
Mick Ebeling	Mick Ebeling (born November 14, 1973) is an American inventor, entrepreneur, author, speaker and philanthropist who focuses on developing groundbreaking technology that benefits humanity. Ebeling is the recipient of the Muhammad Ali Humanitarian of the Year Award and was named as one of the “Top 50 Most Creative People” by Fortune Magazine, a WIRED Agent of Change, 2x SXSW Innovation Award winner, a 2x Tribeca Disruptor Award winner, and the only person to receive TIME Magazine’s Top Invention of the Year 2 times  - for the Eyewriter in 2010 and Bento in 2021.Ebeling is the founder and CEO of Not Impossible Labs, social tech incubator whose stated mission is to “create technology for the sake of humanity.”  To date, 3 companies have been spun off from the incubator:  Bento, Music:Not Impossible, and Vibrohealth.
Mick Mountz	Michael C. "Mick" Mountz (born May 5, 1965) is an American entrepreneur. He is the founder and CEO of Kiva Systems, which makes order fulfillment systems using mobile robots for warehouse automation.
Miguel Nicolelis	Miguel Ângelo Laporta Nicolelis, M.D., Ph.D. (Portuguese pronunciation: [miˈɡɛw ˈɐ̃ʒelu lɐˈpɔɾtɐ nikoˈlɛlis], born March 7, 1961), is a Brazilian scientist, physician and Duke School of Medicine Professor in Neuroscience at Duke University, best known for his pioneering work surrounding brain-machine interface technology.


== Biography ==
Nicolelis holds a medical degree from the University of São Paulo (1984), a doctorate in Sciences (General Physiology) from the University of São Paulo (1989) and a PhD in Physiology and Biophysics from Hahnemann University.
Mihaly Csikszentmihalyi	Mihaly Robert Csikszentmihalyi (, Hungarian: Csíkszentmihályi Mihály Róbert, pronounced [ˈt͡ʃiːksɛntmihaːji ˈmihaːj] (listen); 29 September 1934 – 20 October 2021) was a Hungarian-American psychologist. He recognized and named the psychological concept of "flow", a highly focused mental state conducive to productivity.
Mike Biddle	not found
Mike Matas	Michael Matas (born in Seattle, Washington, March 23, 1986) is a user interface designer and icon artist. He has previously worked at The Omni Group doing interface and graphic design work.
Mike Rowe	not found
Mike Velings	not found
Mikede Gruy	not found
Mikko Hypponen	Mikko Hermanni Hyppönen (Finnish pronunciation: [ˈmikːo ˈhypːønen]; born 13 October 1969) is a computer security expert and an author. He is known for the Hyppönen Law about IoT security, which states that whenever an appliance is described as being "smart", it is vulnerable.
Mileha Soneji	not found
Milton Glaser	not found
Mina Bissell	Mina J. Bissell is an Iranian-American biologist known for her research on breast cancer. In particular, she has studied the effects of a cell's microenvironment, including its extracellular matrix, on tissue function.
Miranda Wang	Miranda Wang, born in 1994, is the cofounder of Novoloop (formerly BioCellection, Inc.), which is a company that aims to turn plastic waste into high-performance materials that can be used in a variety of products. Novoloop's process has the potential to greatly reduce the amount of plastic that enters landfills every year, as well as the amount of CO2 that is emitted by commonly used methods of material production.
Miriam Zoila Perez	Feministing.com was a feminist blog founded in 2004 by sisters Jessica and Vanessa Valenti. It had 1.2 million unique monthly visitors at its peak.
Miru Kim	Miru Kim is an artist, photographer, illustrator, and arts events coordinator, who has explored, documented, and photographed various urban settings such as abandoned subway stations, tunnels, the Croton aqueduct, Paris catacombs, factories, hospitals, and shipyards.
She is the daughter of Korean public philosopher Do-ol.
Misha Glenny	Michael V. E. "Misha" Glenny (born 25 April 1958) is a British journalist and broadcaster, specialising in southeast Europe, global organised crime, and cybersecurity. He is multilingual.
Mitch Resnick	Mitchel Resnick (born June 12, 1956) is Lego Papert Professor of Learning Research, Director of the Okawa Center, and Director of the Lifelong Kindergarten group at the Massachusetts Institute of Technology (MIT) Media Lab. As of 2019, Resnick serves as head of the Media Arts and Sciences academic program, which program grants master's degrees and Ph.D.s at the MIT Media Lab.
Mitchell Besser	not found
Mitchell Joachim	Mitchell Joachim (pronounced /jo-ak-um/; born February 3, 1972) is an architect and urban designer. He is the Co-Founder of Terreform ONE, and an Associate Professor of Practice at NYU. Previously he was the Frank Gehry Chair at University of Toronto and a faculty member at Pratt, Columbia, Syracuse, Washington, The New School, and the European Graduate School.
Mohamed Ali	not found
Molly Crockett	Molly J. Crockett is an American neuroscientist who studies human morality, altruism and decision making. She received the 2019 Janet Taylor Spence Award from the Association for Psychological Science.
Molly Stevens	Molly Morag Stevens  is Professor of Biomedical Materials and regenerative medicine and Research Director for Biomedical Materials Sciences in the Institute of Biomedical Engineering at Imperial College London.


== Education ==
Stevens studied for her bachelor's degree at the University of Bath, where she graduated with a First Class Honours degree in Pharmacy.
Molly Winter	Molly Kathleen Ringwald (born February 18, 1968) is an American actress, singer, dancer, and author. She was cast in her first major role as Molly in the NBC sitcom The Facts of Life (1979–80) after a casting director saw her playing an orphan in a stage production of the musical Annie.
Mona Chalabi	Mona Chalabi is a British data journalist and writer of Iraqi descent, known for her publications with FiveThirtyEight and The Guardian.
